FileName,Class,TotalFrames,ClassEncoded
I749IS2IeFY_E_002858_002866_A_0000_0008.mp4,10,241,10
I749IS2IeFY_E_003072_003079_A_0000_0006.mp4,10,188,10
I749IS2IeFY_E_003823_003831_A_0000_0007.mp4,10,235,10
ICL5k84viw0_E_002657_002665_A_0000_0007.mp4,10,236,10
ICL5k84viw0_E_003113_003120_A_0000_0006.mp4,10,179,10
IP96HTdCvWs_E_000326_000334_A_0000_0007.mp4,10,228,10
IP96HTdCvWs_E_000499_000507_A_0000_0007.mp4,10,230,10
IWFgo-tEEs8_E_000059_000067_A_0000_0007.mp4,10,208,10
IWFgo-tEEs8_E_000308_000316_A_0001_0007.mp4,10,184,10
IWFgo-tEEs8_E_000377_000386_A_0001_0008.mp4,10,226,10
IWFgo-tEEs8_E_000449_000456_A_0000_0007.mp4,10,210,10
JHqcbeKepSg_E_000866_000875_A_0000_0007.mp4,10,213,10
JHqcbeKepSg_E_003812_003819_A_0000_0007.mp4,10,194,10
JHqcbeKepSg_E_005210_005217_A_0000_0006.mp4,10,204,10
JHqcbeKepSg_E_006427_006433_A_0000_0006.mp4,10,186,10
JHqcbeKepSg_E_010874_010881_A_0000_0006.mp4,10,192,10
KDjuRG3-Xf0_E_003048_003056_A_0000_0007.mp4,10,227,10
KDjuRG3-Xf0_E_003063_003073_A_0000_0009.mp4,10,282,10
KDjuRG3-Xf0_E_003784_003792_A_0000_0008.mp4,10,234,10
KDjuRG3-Xf0_E_004872_004880_A_0000_0007.mp4,10,227,10
LHZAh32EoC8_E_000938_000946_A_0000_0008.mp4,10,243,10
LHZAh32EoC8_E_001762_001769_A_0000_0007.mp4,10,207,10
LHZAh32EoC8_E_001979_001987_A_0000_0007.mp4,10,207,10
LHZAh32EoC8_E_002193_002200_A_0000_0007.mp4,10,209,10
MDxIRDDWw1w_E_000538_000546_A_0000_0008.mp4,10,247,10
MVLZz2J6tcE_E_003296_003303_A_0000_0006.mp4,10,204,10
MVLZz2J6tcE_E_003940_003948_A_0000_0008.mp4,10,240,10
MVLZz2J6tcE_E_004215_004222_A_0000_0007.mp4,10,204,10
MVLZz2J6tcE_E_004215_004223_A_0000_0007.mp4,10,209,10
MVLZz2J6tcE_E_004369_004376_A_0000_0006.mp4,10,200,10
MyrqGZXxpsY_E_000638_000646_A_0000_0007.mp4,10,209,10
MyrqGZXxpsY_E_000923_000929_A_0000_0006.mp4,10,194,10
MyrqGZXxpsY_E_003254_003261_A_0000_0007.mp4,10,212,10
MyrqGZXxpsY_E_005068_005076_A_0000_0007.mp4,10,210,10
MyrqGZXxpsY_E_005845_005852_A_0000_0006.mp4,10,200,10
Ny0ZMOIyb9M_E_004231_004239_A_0000_0007.mp4,10,232,10
Ny0ZMOIyb9M_E_004232_004239_A_0000_0007.mp4,10,224,10
OIJe8fQw7Wo_E_002106_002114_A_0000_0007.mp4,10,210,10
OIJe8fQw7Wo_E_003167_003173_A_0000_0006.mp4,10,188,10
OIJe8fQw7Wo_E_004604_004611_A_0000_0005.mp4,10,174,10
OIJe8fQw7Wo_E_004688_004695_A_0000_0006.mp4,10,204,10
OIJe8fQw7Wo_E_004773_004779_A_0000_0006.mp4,10,186,10
POZkrxioEus_E_000454_000461_A_0000_0006.mp4,10,201,10
POZkrxioEus_E_000563_000570_A_0000_0006.mp4,10,207,10
POZkrxioEus_E_000669_000676_A_0000_0007.mp4,10,209,10
POZkrxioEus_E_000746_000753_A_0000_0006.mp4,10,200,10
POZkrxioEus_E_000953_000960_A_0000_0007.mp4,10,210,10
POZkrxioEus_E_005003_005010_A_0000_0007.mp4,10,212,10
POZkrxioEus_E_005610_005617_A_0000_0006.mp4,10,205,10
POZkrxioEus_E_007248_007255_A_0000_0006.mp4,10,204,10
PgNRyuavbS4_E_006323_006329_A_0000_0006.mp4,10,186,10
PgNRyuavbS4_E_007048_007054_A_0000_0006.mp4,10,195,10
PgNRyuavbS4_E_007628_007634_A_0000_0006.mp4,10,201,10
PgNRyuavbS4_E_009980_009987_A_0000_0007.mp4,10,209,10
PgNRyuavbS4_E_010021_010028_A_0000_0007.mp4,10,218,10
PgNRyuavbS4_E_010160_010166_A_0000_0006.mp4,10,188,10
PgNRyuavbS4_E_010957_010964_A_0000_0007.mp4,10,209,10
QCDks6aiWfs_E_000588_000596_A_0000_0007.mp4,10,236,10
QCDks6aiWfs_E_001186_001192_A_0000_0006.mp4,10,203,10
QCDks6aiWfs_E_001308_001315_A_0000_0007.mp4,10,217,10
QCDks6aiWfs_E_001502_001511_A_0000_0008.mp4,10,236,10
QCDks6aiWfs_E_005214_005221_A_0000_0006.mp4,10,201,10
QCDks6aiWfs_E_005433_005441_A_0000_0008.mp4,10,247,10
QCDks6aiWfs_E_005434_005441_A_0000_0007.mp4,10,225,10
QCDks6aiWfs_E_005807_005814_A_0000_0007.mp4,10,234,10
QCDks6aiWfs_E_006011_006019_A_0000_0008.mp4,10,240,10
QCDks6aiWfs_E_006093_006099_A_0000_0006.mp4,10,195,10
QUzsdG7jyj0_E_002238_002246_A_0000_0007.mp4,10,215,10
QUzsdG7jyj0_E_002292_002299_A_0000_0007.mp4,10,205,10
QUzsdG7jyj0_E_003238_003246_A_0000_0007.mp4,10,225,10
QUzsdG7jyj0_E_003289_003299_A_0000_0009.mp4,10,275,10
RjpOEHmTf7I_E_002108_002116_A_0000_0007.mp4,10,204,10
RjpOEHmTf7I_E_002169_002176_A_0000_0007.mp4,10,206,10
Ry5PFp-pRmA_E_000148_000153_A_0000_0005.mp4,10,175,10
Ry5PFp-pRmA_E_000844_000852_A_0000_0008.mp4,10,255,10
Ry5PFp-pRmA_E_001597_001606_A_0000_0008.mp4,10,256,10
SmM5COoXqDA_E_001911_001919_A_0000_0007.mp4,10,210,10
SmM5COoXqDA_E_002454_002461_A_0000_0007.mp4,10,202,10
SmM5COoXqDA_E_002728_002735_A_0000_0006.mp4,10,191,10
SmM5COoXqDA_E_003273_003281_A_0000_0007.mp4,10,224,10
SmM5COoXqDA_E_003580_003587_A_0000_0006.mp4,10,179,10
SmM5COoXqDA_E_003776_003783_A_0000_0006.mp4,10,197,10
TBsWos4T4OE_E_002014_002022_A_0000_0007.mp4,10,221,10
TBsWos4T4OE_E_004220_004229_A_0001_0008.mp4,10,223,10
TBsWos4T4OE_E_004221_004229_A_0000_0007.mp4,10,210,10
TCiufCzMtDs_E_000210_000217_A_0000_0006.mp4,10,185,10
TCiufCzMtDs_E_000593_000601_A_0000_0007.mp4,10,195,10
TCiufCzMtDs_E_003486_003492_A_0000_0006.mp4,10,176,10
TILXmEWGxeI_E_000782_000790_A_0000_0007.mp4,10,200,10
TILXmEWGxeI_E_002364_002371_A_0000_0006.mp4,10,197,10
TILXmEWGxeI_E_003600_003607_A_0000_0006.mp4,10,185,10
TILXmEWGxeI_E_003600_003608_A_0000_0008.mp4,10,227,10
TILXmEWGxeI_E_003777_003785_A_0001_0007.mp4,10,194,10
TILXmEWGxeI_E_003951_003958_A_0000_0007.mp4,10,197,10
TILXmEWGxeI_E_004499_004505_A_0000_0006.mp4,10,191,10
TXpgPT5Jdiw_E_000440_000448_A_0001_0007.mp4,10,185,10
TXpgPT5Jdiw_E_005408_005417_A_0002_0009.mp4,10,227,10
TXpgPT5Jdiw_E_005410_005417_A_0000_0007.mp4,10,216,10
UcCTusldh6w_E_004340_004347_A_0000_0007.mp4,10,202,10
UcCTusldh6w_E_004819_004826_A_0000_0007.mp4,10,207,10
Uo7ubem-G9I_E_002122_002129_A_0000_0006.mp4,10,201,10
Uo7ubem-G9I_E_002445_002453_A_0000_0007.mp4,10,224,10
Uo7ubem-G9I_E_004151_004159_A_0000_0007.mp4,10,215,10
Uo7ubem-G9I_E_007090_007096_A_0000_0006.mp4,10,194,10
Uo7ubem-G9I_E_007441_007450_A_0000_0008.mp4,10,230,10
Uo7ubem-G9I_E_007463_007472_A_0000_0009.mp4,10,271,10
UyGu-WTodV0_E_002336_002344_A_0000_0007.mp4,10,215,10
UyGu-WTodV0_E_003109_003117_A_0000_0007.mp4,10,203,10
VWsVUnoyUoA_E_000362_000368_A_0000_0006.mp4,10,197,10
VWsVUnoyUoA_E_000463_000470_A_0000_0006.mp4,10,188,10
VWsVUnoyUoA_E_000562_000568_A_0000_0005.mp4,10,163,10
VWsVUnoyUoA_E_001072_001078_A_0000_0005.mp4,10,172,10
VWsVUnoyUoA_E_001177_001184_A_0000_0006.mp4,10,195,10
Vq-w0Jk7y7g_E_000856_000862_A_0000_0005.mp4,10,172,10
WCcSXjsCVMA_E_000879_000886_A_0000_0007.mp4,10,211,10
WCcSXjsCVMA_E_001714_001722_A_0000_0007.mp4,10,219,10
WCcSXjsCVMA_E_001925_001932_A_0000_0007.mp4,10,210,10
WCcSXjsCVMA_E_002937_002943_A_0000_0006.mp4,10,183,10
WCcSXjsCVMA_E_002967_002975_A_0000_0007.mp4,10,218,10
WCcSXjsCVMA_E_003046_003053_A_0000_0006.mp4,10,206,10
WCcSXjsCVMA_E_003047_003053_A_0000_0006.mp4,10,193,10
WCcSXjsCVMA_E_004982_004988_A_0000_0006.mp4,10,182,10
WCcSXjsCVMA_E_007183_007191_A_0000_0007.mp4,10,231,10
WCcSXjsCVMA_E_007577_007585_A_0000_0008.mp4,10,241,10
WGsCzfWF-4w_E_003028_003035_A_0000_0006.mp4,10,191,10
WGsCzfWF-4w_E_003141_003148_A_0000_0005.mp4,10,168,10
WGsCzfWF-4w_E_003392_003399_A_0000_0006.mp4,10,198,10
Wu1gxxpbF2o_E_000431_000437_A_0000_0006.mp4,10,187,10
Wu1gxxpbF2o_E_000703_000710_A_0000_0007.mp4,10,206,10
Wu1gxxpbF2o_E_000797_000804_A_0000_0006.mp4,10,201,10
Wu1gxxpbF2o_E_002713_002720_A_0000_0007.mp4,10,220,10
Wu1gxxpbF2o_E_005995_006002_A_0000_0006.mp4,10,208,10
X4CY5MZwI9I_E_003619_003627_A_0000_0008.mp4,10,222,10
X4CY5MZwI9I_E_003619_003628_A_0000_0008.mp4,10,223,10
X4CY5MZwI9I_E_003962_003971_A_0000_0009.mp4,10,250,10
X4ajWw8L19s_E_002059_002066_A_0000_0007.mp4,10,202,10
XL8N3BEWdho_E_000337_000345_A_0000_0007.mp4,10,211,10
XL8N3BEWdho_E_000444_000451_A_0000_0007.mp4,10,195,10
XL8N3BEWdho_E_001314_001323_A_0001_0008.mp4,10,210,10
XL8N3BEWdho_E_001856_001863_A_0000_0007.mp4,10,192,10
XL8N3BEWdho_E_001920_001928_A_0001_0007.mp4,10,197,10
XL8N3BEWdho_E_003835_003842_A_0000_0007.mp4,10,215,10
XL8N3BEWdho_E_003923_003930_A_0000_0007.mp4,10,206,10
XZak6ktC90c_E_001577_001585_A_0000_0007.mp4,10,219,10
XZak6ktC90c_E_001725_001733_A_0000_0007.mp4,10,227,10
XZak6ktC90c_E_001828_001835_A_0000_0007.mp4,10,201,10
XZak6ktC90c_E_001922_001930_A_0000_0007.mp4,10,219,10
XZak6ktC90c_E_002128_002134_A_0000_0006.mp4,10,187,10
Xqra-PqzhD4_E_001165_001172_A_0000_0006.mp4,10,193,10
Xqra-PqzhD4_E_001285_001292_A_0000_0006.mp4,10,181,10
Xqra-PqzhD4_E_001473_001480_A_0000_0006.mp4,10,180,10
Xqra-PqzhD4_E_003676_003682_A_0000_0005.mp4,10,165,10
Xqra-PqzhD4_E_003765_003772_A_0000_0006.mp4,10,185,10
Xqra-PqzhD4_E_005295_005301_A_0000_0006.mp4,10,182,10
Xqra-PqzhD4_E_005340_005347_A_0000_0006.mp4,10,189,10
Xqra-PqzhD4_E_006818_006824_A_0000_0006.mp4,10,185,10
Xqra-PqzhD4_E_006852_006858_A_0000_0006.mp4,10,183,10
Xw1UvouxVLk_E_003658_003666_A_0000_0007.mp4,10,210,10
YesOPAkCA40_E_005671_005678_A_0000_0006.mp4,10,197,10
Z0bBRwAzKe0_E_001826_001833_A_0000_0006.mp4,10,196,10
Z0bBRwAzKe0_E_002429_002436_A_0000_0007.mp4,10,217,10
Z0bBRwAzKe0_E_004179_004185_A_0000_0006.mp4,10,190,10
Z2T9B4qExzk_E_007836_007843_A_0000_0007.mp4,10,223,10
ZHpME-SbKdQ_E_000448_000455_A_0000_0007.mp4,10,206,10
ZHpME-SbKdQ_E_000539_000546_A_0000_0006.mp4,10,191,10
ZHpME-SbKdQ_E_004813_004820_A_0000_0007.mp4,10,226,10
ZHpME-SbKdQ_E_004969_004975_A_0000_0006.mp4,10,188,10
fH-VYYl9elA_E_002415_002420_A_0000_0005.mp4,10,174,10
fH-VYYl9elA_E_002415_002421_A_0000_0005.mp4,10,177,10
fH-VYYl9elA_E_002556_002563_A_0000_0006.mp4,10,197,10
fH-VYYl9elA_E_002942_002948_A_0000_0005.mp4,10,177,10
gMNCwgXtQIw_E_000304_000310_A_0000_0006.mp4,10,181,10
gYyLkUbGuUU_E_000795_000803_A_0000_0007.mp4,10,204,10
hMeTZBe6UBk_E_002152_002160_A_0000_0007.mp4,10,218,10
hMeTZBe6UBk_E_002219_002227_A_0000_0007.mp4,10,219,10
hMeTZBe6UBk_E_002552_002559_A_0000_0007.mp4,10,220,10
hibW8s4WQmQ_E_000961_000970_A_0001_0008.mp4,10,187,10
hibW8s4WQmQ_E_001548_001556_A_0001_0008.mp4,10,203,10
hibW8s4WQmQ_E_001891_001898_A_0000_0006.mp4,10,193,10
hmHwFuvodg0_E_003252_003261_A_0000_0008.mp4,10,252,10
hmHwFuvodg0_E_003473_003481_A_0000_0007.mp4,10,215,10
hp2PJMAJqyA_E_003127_003135_A_0000_0007.mp4,10,224,10
iSQqsVFkQAA_E_001902_001909_A_0000_0006.mp4,10,201,10
iSQqsVFkQAA_E_002949_002955_A_0000_0006.mp4,10,187,10
iSQqsVFkQAA_E_003372_003379_A_0000_0006.mp4,10,190,10
jABvTCCWinA_E_000814_000822_A_0000_0007.mp4,10,186,10
jABvTCCWinA_E_002785_002792_A_0000_0007.mp4,10,206,10
jABvTCCWinA_E_004062_004072_A_0001_0009.mp4,10,247,10
jABvTCCWinA_E_005680_005688_A_0000_0007.mp4,10,211,10
jR0OFsCYcD4_E_001347_001354_A_0000_0007.mp4,10,206,10
jR0OFsCYcD4_E_001918_001925_A_0000_0006.mp4,10,203,10
jR0OFsCYcD4_E_004535_004543_A_0000_0007.mp4,10,216,10
jR0OFsCYcD4_E_005015_005022_A_0000_0007.mp4,10,205,10
jR0OFsCYcD4_E_005790_005797_A_0000_0007.mp4,10,200,10
jR0OFsCYcD4_E_005855_005862_A_0000_0007.mp4,10,209,10
ji4smBYYANs_E_001146_001153_A_0000_0007.mp4,10,203,10
ji4smBYYANs_E_001206_001214_A_0000_0007.mp4,10,214,10
ji4smBYYANs_E_001269_001276_A_0000_0006.mp4,10,194,10
ji4smBYYANs_E_001365_001372_A_0000_0006.mp4,10,184,10
ji4smBYYANs_E_001537_001544_A_0000_0006.mp4,10,192,10
ji4smBYYANs_E_001621_001627_A_0000_0006.mp4,10,178,10
ji4smBYYANs_E_002819_002827_A_0000_0007.mp4,10,223,10
ji4smBYYANs_E_004173_004180_A_0000_0007.mp4,10,212,10
jz594oTnl-k_E_000290_000297_A_0000_0007.mp4,10,192,10
jz594oTnl-k_E_003276_003285_A_0000_0008.mp4,10,228,10
jz594oTnl-k_E_004455_004462_A_0000_0006.mp4,10,190,10
jz594oTnl-k_E_004706_004715_A_0000_0008.mp4,10,233,10
k8zhOvRBjGo_E_000931_000939_A_0000_0007.mp4,10,211,10
k8zhOvRBjGo_E_001649_001658_A_0001_0008.mp4,10,197,10
k8zhOvRBjGo_E_001976_001984_A_0000_0007.mp4,10,205,10
l-ctNiOuCBc_E_002977_002984_A_0000_0006.mp4,10,201,10
l-ctNiOuCBc_E_003202_003209_A_0000_0006.mp4,10,188,10
l-ctNiOuCBc_E_003432_003439_A_0000_0007.mp4,10,220,10
l-ctNiOuCBc_E_004150_004157_A_0000_0007.mp4,10,214,10
l-ctNiOuCBc_E_004662_004671_A_0000_0009.mp4,10,275,10
lrwiYiFGQZE_E_004140_004146_A_0000_0005.mp4,10,174,10
mQ59PLtU4QA_E_000502_000511_A_0000_0007.mp4,10,221,10
mQ59PLtU4QA_E_000669_000678_A_0000_0009.mp4,10,282,10
mQ59PLtU4QA_E_000855_000862_A_0000_0007.mp4,10,216,10
mQ59PLtU4QA_E_001358_001366_A_0000_0007.mp4,10,212,10
mQ59PLtU4QA_E_001455_001463_A_0000_0007.mp4,10,228,10
mgtMKd072Pg_E_002616_002623_A_0000_0007.mp4,10,191,10
mgtMKd072Pg_E_002935_002942_A_0000_0007.mp4,10,212,10
n9-yxVGYMRw_E_000789_000797_A_0000_0007.mp4,10,215,10
n9-yxVGYMRw_E_000991_000999_A_0000_0007.mp4,10,217,10
n9-yxVGYMRw_E_001246_001254_A_0000_0007.mp4,10,223,10
n9-yxVGYMRw_E_001247_001254_A_0000_0007.mp4,10,222,10
n9-yxVGYMRw_E_001920_001928_A_0000_0007.mp4,10,204,10
n9-yxVGYMRw_E_002723_002731_A_0000_0007.mp4,10,224,10
n9-yxVGYMRw_E_003225_003232_A_0000_0007.mp4,10,229,10
nEoD3t5O3Hg_E_000245_000252_A_0000_0006.mp4,10,194,10
nEoD3t5O3Hg_E_000265_000275_A_0000_0009.mp4,10,279,10
nEoD3t5O3Hg_E_000304_000311_A_0000_0007.mp4,10,217,10
nEoD3t5O3Hg_E_003372_003381_A_0000_0007.mp4,10,231,10
nEoD3t5O3Hg_E_004824_004836_A_0000_0011.mp4,10,328,10
nSDRagdrJ-A_E_001856_001863_A_0000_0006.mp4,10,200,10
nSDRagdrJ-A_E_002078_002085_A_0000_0007.mp4,10,194,10
nSDRagdrJ-A_E_004133_004139_A_0000_0006.mp4,10,181,10
nSDRagdrJ-A_E_004303_004311_A_0000_0007.mp4,10,228,10
nSDRagdrJ-A_E_004456_004463_A_0000_0007.mp4,10,208,10
oShVYr-GRqw_E_002195_002201_A_0000_0006.mp4,10,184,10
oShVYr-GRqw_E_002349_002359_A_0000_0009.mp4,10,286,10
oShVYr-GRqw_E_002777_002783_A_0000_0006.mp4,10,204,10
oShVYr-GRqw_E_002937_002944_A_0000_0006.mp4,10,207,10
om-qKQXxnH4_E_003032_003041_A_0001_0008.mp4,10,198,10
om-qKQXxnH4_E_003033_003041_A_0001_0008.mp4,10,197,10
om-qKQXxnH4_E_004410_004417_A_0000_0007.mp4,10,215,10
owZ2Fv4Li8M_E_004182_004189_A_0000_0007.mp4,10,212,10
owZ2Fv4Li8M_E_004222_004230_A_0000_0007.mp4,10,228,10
owZ2Fv4Li8M_E_004223_004230_A_0000_0007.mp4,10,226,10
owZ2Fv4Li8M_E_004240_004247_A_0000_0007.mp4,10,224,10
owZ2Fv4Li8M_E_004316_004323_A_0000_0007.mp4,10,218,10
owZ2Fv4Li8M_E_004390_004396_A_0000_0006.mp4,10,196,10
owZ2Fv4Li8M_E_004562_004569_A_0000_0007.mp4,10,225,10
pDymfQS91xI_E_002094_002100_A_0000_0006.mp4,10,191,10
pDymfQS91xI_E_002246_002253_A_0000_0007.mp4,10,219,10
pDymfQS91xI_E_003760_003769_A_0000_0009.mp4,10,270,10
pDymfQS91xI_E_003968_003974_A_0000_0005.mp4,10,176,10
pEoWudMTZbY_E_000142_000148_A_0000_0006.mp4,10,178,10
pEoWudMTZbY_E_000162_000170_A_0000_0008.mp4,10,244,10
pEoWudMTZbY_E_000400_000408_A_0000_0008.mp4,10,250,10
q3kjkmjtTBk_E_002773_002780_A_0000_0007.mp4,10,212,10
q3kjkmjtTBk_E_003316_003323_A_0000_0007.mp4,10,219,10
q3kjkmjtTBk_E_003589_003597_A_0000_0007.mp4,10,207,10
q3kjkmjtTBk_E_004135_004143_A_0000_0007.mp4,10,230,10
